Coremeasure,Identifiant,Nom,Points,Origine,Categorie,Labels,DesactivationDesc,Desactivation,Indicateurs_WIP,Calcul du score lié à l'indicateur,Tags,Adaptation - Flags,Adaptation - Descriptifs,Adaptation - calcul,Description,Exemples non exhaustifs,Preuves,Périmètre de l'évaluation et renvoi vers d'autres fiches actions,Contexte et enjeux,Ressources,Réglementation,Retours d'expérience
,6.3.8alteraepci,EPCI : Structurer et accompagner une stratégie touristique durable à l’échelle du territoire,"4,0","Cae_6.3.2.1 (1)
 Cae_6.3.2.2 (1)
 Cae_6.3.2.5 (1)
 Cae_6.3.2.3 (1)",,"te_cae,te_eci",,"Si identite(type, commune) alors VRAI
 sinon si identite(type, EPCI) et reponse(promo_tourisme, OUI) alors VRAI
 sinon si identite(type, EPCI) et reponse(promo_tourisme, NON) et reponse(Touristique, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité : 
 - Engage le territoire vers une stratégie de tourisme durable concertée comme « Green Destination ».
 - Soutient les actions portées par la structure en charge du tourisme (office de tourisme, EPIC, service communal ou intercommunal).
 - Mobilise ses compétences (environnement, déchets, eau, voirie…) pour réduire les impacts négatifs du tourisme.
 - Anime la coopération entre plusieurs offices ou acteurs touristiques s’il y a lieu.
 - Accompagne les démarches de labellisation des acteurs du territoire, (Destination d’Excellence...) et encourage des dynamiques de classement (Station de Tourisme, Green Destinations).","- Participer financièrement et/ou techniquement à l’animation menée par l’office de tourisme. 
 - Créer une feuille de route conjointe collectivité / office du tourisme. 
 - Réduire les déchets sur les sites touristiques (poubelles de tri, toilettes sèches, communication dédiée). 
 - Coopérer entre offices du tourisme pour mutualiser l’accueil ou les outils de promotion. 
 - Contribuer à une candidature « Station de tourisme » (dossier, diagnostic, mise en conformité). 
 - Soutenir l’obtention d’un label Green Destination ou équivalent. 
 - Intégrer des enjeux de tourisme durable dans le Plan Climat ou le Plan Local d’Urbanisme. 
 - Organiser un comité de pilotage tourisme à l’échelle intercommunale",,,,,,
,6.3.8altercom,Commune : Participer à la mise en œuvre d'une politique touristique durable,"2,0","Cae_6.3.2.1 (1)
 Cae_6.3.2.2 (1)
 Cae_6.3.2.5 (1)
 Cae_6.3.2.3 (1)",,"te_cae,te_eci",,"Si identite(type, EPCI) alors VRAI
 sinon si identite(type, commune) et reponse(promo_tourisme, OUI) alors VRAI
 sinon si identite(type, commune) et reponse(promo_tourisme, NON) et reponse(Touristique, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité : 
 - Appuie les actions mises en œuvre par la structure en charge de la politique touristique (office de tourisme, service dédié...), 
 - Mobilise ses compétences pour limiter les impacts environnementaux du tourisme (gestion des déchets, préservation de la ressource en eau, régulation de la fréquentation, etc.).","- Participer techniquement ou financièrement à des actions d’animation ou de promotion portées par l’office du tourisme 
 - Co-élaborer un programme d’actions touristiques avec la structure porteuse 
 - Mettre en place des zones de régulation des flux touristiques (circulation, stationnement, accès) 
 - Renforcer la collecte des déchets ou déploiement de solutions de tri sur les sites fréquentés 
 - Mettre en place des toilettes sèches ou des équipements sobres en eau sur les sentiers ou zones naturelles 
 - Mener des campagnes de sensibilisation à l’éco-tourisme auprès des visiteurs 
 - Contribuer à l’entretien et à la régulation des sentiers ou itinéraires à forte fréquentation",,,,,,
,6.3.8.1,Disposer d’un diagnostic intégré des activités touristiques et de loisirs sur le territoire,"2,0",Cae_6.3.2.1,Bases,"te_cae,te_eci",,"Si reponse(promo_tourisme, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité réalise un diagnostic touristique de son territoire permettant de dresser un état des lieux de l’offre et des services existants et de connaître ses atouts et faiblesses vis-à-vis d’un objectif de tourisme durable.
 Ce diagnostic identifie ainsi les principaux impacts environnementaux, économiques et sociaux des activités touristiques locales et leur vulnérabilité face au changement climatique. Au regard de ce diagnostic, la collectivité formalise les enjeux prioritaires du territoire, et ce, en concertation avec les acteurs concernés.","- Analyser les grandes filières touristiques du territoire et des sites à enjeu.
 - Analyser l’impact économique et écologique direct et indirect du tourisme sur le territoire.
 - Evaluer l’impact carbone du secteur du tourisme sur son territoire. La collectivité peut se rapprocher de sa Région pour voir si elle a fait « BEGES Tourisme » et les enjeux qui ressortent en complément d’analyse qu’elle pourrait mener à son échelle.
 - Evaluer l'impact du tourisme sur l'environnement naturel et la biodiversité.
 - Analyser l’exposition des activités touristiques aux conséquences du changement climatique.
 - Analyser des pratiques de tourisme durable dans l'offre existante.
 - Analyse l’impact des activités touristiques en matière d’habitat (résidences secondaires, logements saisonniers…), d’infrastructures et d’équipements (assainissement/eau/déchets), d’offre en mobilité et les éventuels conflits d’usage entre touristes et résidents sur certaines ressources sensibles (eau), etc.
 - Evaluer les potentielles évolutions de la demande et des pratiques.
 - Identifier les acteurs touristiques clés sur le territoire, les professionnels volontaires et les axes de progression.
 - Identifier les pratiques de tourisme durable dans l'offre existante notamment les établissements labellisés (ex : Ecolabel européen).",,,,,,
,6.3.8.2,Mobiliser les acteurs du tourisme,"1,5",Cae_6.3.2.2,Mise en œuvre,"te_cae,te_eci",,"Si reponse(promo_tourisme, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité engage et mobilise les acteurs professionnels du tourisme dans la transition écologique à travers des actions de sensibilisation, formation, communication (webinaires, réunions d’information, atelier de travail…). 
 Les touristes sont également sensibilisés afin qu’ils adoptent des pratiques respectueuses de l’environnement. 
 La collectivité encourage l’évolution des pratiques et soutient les initiatives responsables qui permettent de réduire les principaux impacts environnementaux du secteur (transport, énergie, alimentation…).","Exemples d’initiatives de sensibilisation : 
 - Sensibiliser aux enjeux de la transition écologique l’ensemble des acteurs économiques, publics et associatifs du secteur du tourisme : les prestataires, hébergements touristiques, restaurants, sites principaux et activités, transporteurs, les élus et les agents des collectivités, etc. Cette sensibilisation doit mobiliser différents média/supports (ateliers, intervention sur site par des agents de la collectivité, concours, …) et être multithématique (réduction de la consommation d'énergie et d'eau, réduction des déchets, énergies renouvelables, adaptation au changement climatique, etc.).
 - Sensibiliser les touristes aux enjeux du tourisme durable et inciter aux bonnes pratiques (publicité pour des infrastructures touristiques durables, incitation à l'utilisation de transports collectifs, tri des déchets, respect de la biodiversité, consommation de produits bruts et locaux etc.) via des campagnes de communication, l'organisation d'événements sur les sites touristiques, etc.
 - Mobiliser (et soutenir financièrement) les professionnels pour qu’ils réalisent un BEGES de leurs activités (ou leur site) et/ou qu’ils mettent en place des actions de réduction des émissions GES pour les principaux postes émetteurs.
 - Sensibiliser et mobiliser les professionnels et les encourager à développer leur trajectoire d'adaptation au changement climatique.
 - Sensibiliser et mobiliser les professionnels et les encourager à engager une démarche de prise en compte de leur impact sur la biodiversité, notamment via les normes NF X32-001, ISO 17298 ou démarche ACT biodiversité.
 
 Exemples d’initiatives de formation :
 - Développer un programme de formation aux enjeux de la transition écologique pour ces acteurs du secteur du tourisme et favoriser le partage des bonnes pratiques
 - Accueillir de façon responsable, sensibiliser et impliquer les travailleurs saisonniers
 
 Exemples d’initiatives de passage à l’action : 
 - Intégrer les acteurs de la restauration dans les projets d’alimentation territoriaux (PAT).
 - S’engager dans une démarche éco-responsable de l’office du tourisme.
 - Créer et développer de réseaux d’acteurs du tourisme (à l'échelle des filières : FNHPA, GHR , UMIH, UNAT... ; et des associations) afin de favoriser la coopération et les échanges.
 - Adresser la problématique de la rénovation des bâtiments et des ENR.
 - Engager des actions d’économie d’eau.
 
 Exemple d’initiative de communication :
 - Valoriser via l’OGD des acteurs du tourisme engagés dans une démarche écoresponsable (mise en exergue sur le site web, visuels...)",,,,,,
,6.3.8.3,Intégrer et formaliser de manière ambitieuse l’enjeu de la transition écologique du tourisme dans la stratégie du territoire,"1,5",Cae_6.3.2.5,Mise en œuvre,"te_cae,te_eci",,"Si reponse(promo_tourisme, NON) alors VRAI
 sinon FAUX",,,,,,,"Sur la base des enjeux économiques, sociaux et environnementaux identifiés en phase de diagnostic, la collectivité formalise une stratégie touristique territoriale durable en concertation avec les acteurs concernés. 
 Cette stratégie vise à la fois à accélérer la transformation de la filière pour en limiter l’impact environnemental (mobilités, logement, pression sur les espaces naturels, sur les ressources…) mais également à anticiper les conséquences du changement climatique sur le territoire (sècheresse, érosion, baisse de l’enneigement…) afin de rendre l’offre touristique plus résiliente.
 La collectivité veille à intégrer ces orientations et ces actions opérationnelles dans ses documents stratégiques et de planification de son territoire (SCoT, PLH, PDM, PCAET, stratégie agricole, PAT…) et l’élaboration des politiques publiques locales. Pour ce faire, le schéma touristique est présenté et partagé avec l’ensemble des élus du territoire ainsi que les services.
 Par ailleurs, la collectivité cherche à faire reconnaître la qualité de sa stratégie touristique durable via l’obtention d’une labellisation ou d’une certification. 
 La stratégie de transition écologique du tourisme et les démarches de labellisations ont été co-construites avec les acteurs du tourisme du territoire et la collectivité renforce leur mobilisation en diffusant une culture touristique et en les impliquant.","- Obtenir ou renouveler le classement « station de tourisme » selon les nouveaux critères de durabilité intégrés par l’arrêté du 16 juin 2023.
 - S’engager dans une Labellisation « Green Destinations ».
 - Gérer de façon durable les zones de baignade et/ou les stations de ski et le valoriser par des labellisations (ex : flocon vert pour les stations de ski, pavillon bleu pour les plages)
 - Adhérer collectivement (Collectivité et acteurs du tourisme) des chartes à l’échelle du territoire (charte de l’Organisation Mondiale du Tourisme, charte européenne du tourisme durable, charte des professionnels…).
 - Intégrer des orientations et des actions opérationnelles dans les documents stratégiques et de planification en matière de transition écologique du tourisme (atténuation, adaptation, économie circulaire, mobilité, biodiversité …). 
 - Mobiliser l'usage des taxes locales (ex: taxes de séjours) pour financer la transition écologique du secteur du tourisme.",,,,,,
,6.3.8.4,Développer une offre touristique de haute qualité environnementale (hors mobilité),"1,5",Cae_6.3.2.3,Mise en œuvre,"te_cae,te_eci",,"Si reponse(promo_tourisme, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité favorise l’émergence d’une offre répondant aux enjeux de la transition écologique pour toutes les filières touristiques du territoire (hébergements, restaurants, activités) pour le tourisme de loisirs et le tourisme d’affaires, dont l’événementiel. 
 Cette démarche contribue à la répartition des flux touristiques tout en valorisant les entreprises engagées.
 La collectivité engage également une réflexion sur la promotion faite de la destination et l’oriente pour amplifier la fréquentation par des touristes plus locaux ou pouvant accéder au territoire par des modes de transport décarbonés.","- Développer des activités touristiques au contenu pédagogique permettant l'éducation à l'environnement et aux enjeux de la transition écologique, 
 - Créer des partenariats visant l’information et la sensibilisation aux enjeux de la transition écologique sur le territoire ou tout autre particularité environnementale du territoire ainsi que les produits locaux, la promotion de l'artisanat local, etc. entre professionnels de l'hébergement et de la restauration et les autres acteurs du territoire 
 - Structurer des offres durables (hébergements, restaurants, activités) dans des zones peu fréquentées en lien avec une politique de mobilité adaptée
 - Promouvoir les activités vertueuses, le slow tourisme et les séjours dans des zones moins fréquentées auprès des touristes directement et auprès des hébergements et prescripteurs de l'offre pour qu'il en fasse le relais auprès des touristes 
 - Orienter la promotion de la destination afin de mieux gérer les flux touristiques sur l'année et sur le territoire
 - Augmenter le nombre de structures touristiques labellisées (Ecolabel européen notamment), par exemple en soutenant une opération collective d’éco labellisation de professionnels de la restauration et de l’hébergement
 - Soutenir la création d’entreprises œuvrant pour le tourisme durable par le biais d’appels à projets, de valorisation médiatique, de soutiens financiers (exemple appel à projets Ecolabel européen)",,,,,,
,6.3.8.5,Prendre en compte la gestion des ressources dans l'activité touristique,"1,5",Nouvelle action,Mise en œuvre,"te_cae,te_eci",,"Si reponse(promo_tourisme, NON) alors VRAI
 sinon FAUX",,,,,,,La collectivité met en place et encourage les acteurs touristiques à des actions qui favorisent la préservation des ressources (identifiées comme prioritaires) de son territoire et de la biodiversité à tous les maillons de la chaîne touristique.,"- Déchets : 
 o Mener des actions de prévention et gestes de tri des déchets en lien avec les acteurs touristiques (campings par exemple) et les touristes ou spécifiquement sur les sites touristiques majeurs
 o Anticiper et adapter les services de gestion des déchets pour faire face aux pics de fréquentations touristiques
 - Achats responsables :
 o Mettre à disposition des acteurs du tourisme une cartographie de fournisseurs responsables 
 - Energie/ Habitat :
 o Sensibiliser les acteurs touristiques majeurs sur les enjeux de la rénovation thermique des bâtiments, le développement des EnR et flécher les relais et dispositifs du territoire 
 o Accompagner la requalification et la réhabilitation du bâti touristique en lien avec les exigences de sobriété foncière
 o Mettre en place une stratégie d’accueil des saisonniers
 - Eau : 
 o Définir et poursuivre des objectifs cohérents avec le plan eau du Gouvernement
 o Sensibiliser, inciter et outiller les acteurs touristiques à prendre des mesures d’économie d’eau 
 - Biodiversité :
 o Adopter une démarche du type “Eviter, Réduire, Compenser”, au-delà des obligations réglementaires, dans la conception des projets d’infrastructures touristiques. 
 o Végétaliser les sites touristiques en s’appuyant sur la filière « végétal local » et/ou sur des techniques de repousses naturelles",,,,,,
,6.3.9,Accompagner les acteurs du secteur tertiaire pour la rénovation et la construction durable de leurs locaux,6,,,"te_cae,te_eci","# Questions de personnalisation
 - La collectivité a-t-elle la compétence développement économique, politique locale du commerce et soutien aux activités commerciales (BANATIC 4000) ?
 #Réduction de potentiel :
 - #1 Si la collectivité dispose de la compétence Développement Economique
 o Pas de réduction de potentiel
 - #2 Si la collectivité n'a pas la compétence Développement Economique, 
 o La collectivité est évaluée selon le questionnement alternatif « Accompagner les acteurs du secteur tertiaire dans la rénovation et la construction durable de leurs locaux » 
 o Le potentiel de points est de 25 % par rapport au potentiel d’une collectivité exerçant la compétence Développement économique",,,,,,,,"La collectivité a un rôle d’animateur territorial à jouer pour impulser une dynamique sur le territoire afin d’agir indirectement auprès des acteurs du secteur tertiaire privé et du tertiaire public (hors patrimoine de la collectivité).
 Ces acteurs sont incités et accompagnés dans la perspective d’améliorer les performances écologiques de leurs locaux notamment en matière de consommations d’énergie, d’émissions de GES et de polluants atmosphériques, de préservation et restauration de la biodiversité, de qualité de l’air intérieur.",,,,,"- Rapport de valorisation de l’expérimentation d'un guichet d’information-conseil à la rénovation énergétique pour les petites entreprises tertiaires privées avec fiches retours d’expériences (non assujetties au décret tertiaire) : https://librairie.ademe.fr/7587-informations-et-conseils-a-l-efficacite-energetique-des-petites-entreprises-tertiaires-privees.html
 - AGIR pour la transition, cible tertiaire privé : https://agirpourlatransition.ademe.fr/entreprises/renovation-batiments-tertiaires
 - Méthode Écrains de l’ADEME : Méthode qui porte sur la qualité de l’air intérieur destinée à satisfaire une approche préventive de la santé dans le bâtiment. La méthode s’adresse aux principaux acteurs du bâtiment maîtrise d’ouvrage, maîtrise d’œuvre, entreprises de mise en œuvre. Elle comporte un référentiel commun et des outils adaptés à chaque compétence et chaque type d’acteur. https://ecrains.ademe.fr/",,
,6.3.9alter,Accompagner les acteurs du secteur tertiaire dans la rénovation et la construction durable de leurs locaux,"1,5","Cae_6.2.4.1 (1)
 Cae_6.2.4.2 (1)
 Cae_6.2.4.3 (1)
 Cae_6.2.4.4 (1)
 Cae_6.2.4.5 (1)
 Cae_6.2.4.6 (1)",,"te_cae,te_eci",,"si reponse(dev_eco_1, OUI) alors VRAI
 sinon FAUX",,,,,,,"La collectivité : 
 - Identifie les acteurs clés de l'écosystème économique local (chambres consulaires, associations professionnelles, têtes de réseaux, unions commerciales, etc.), 
 - Développe des actions de partenariat, de soutien ou de mise en réseau avec ces acteurs autour de la rénovation et la construction durable de leurs locaux, 
 - S’implique dans des dispositifs structurants d’animation et de revitalisation (programmes nationaux, guichets, lieux ressources...) 
 - Incite les entreprises du secteur tertiaire aux actions de la maîtrise d’énergie 
 - Rationalise et mutualise la construction de nouveaux locaux tertiaires","- Mettre en place une convention de coopération avec la chambre de commerce et d’industrie ou la chambre des métiers et de l’artisanat 
 - Soutenir une union commerciale locale ou à une association de zone 
 - Participer au programme “Petites Villes de Demain” ou “Action Cœur de Ville” 
 - Animer ou coordonner un guichet unique (rénovation, commerce, entreprise) 
 - Organiser des rencontres ou forums économiques territoriaux 
 - Mettre en réseau des entreprises via un club ou réseau local soutenu par la collectivité
 - Favoriser l'implantation de tiers lieux...",,,,,,
,6.3.9.1,Disposer de services d’information visibles et accessibles pour la rénovation et la construction durable des locaux du secteur tertiaire,"0,6",Cae_6.2.4.1,Mise en œuvre,"te_cae,te_eci",,"si reponse(dev_eco_1, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité met en place un service d’information et/ou participe à un service d’information organisé à un échelon supérieur (départemental, régional ...) dans le but d’apporter des conseils sur la performance environnementale des bâtiments (efficacité énergétique, choix des modes de chauffage, intégration d’énergies renouvelables, qualité de l’air intérieur (exemple : méthode Écrains), confort d’été, prise en compte de la biodiversité etc.) à destination du secteur tertiaire privé. Elle peut s’appuyer pour cela sur les partenariats avec des acteurs spécialisés le cas échéant.
 Les informations mises à disposition par la collectivité sont spécifiques et différenciées en fonction des différents cas identifiés dans le tertiaire privé du territoire : petites surfaces pour les commerçants et les artisans, grandes surfaces pour les acteurs économiques concernés par le décret tertiaire. 
 Le service d’information peut être commun avec celui destiné aux logements des particuliers.","- Étendre au tertiaire privé des missions du guichet unique de la rénovation énergétique
 - Créer un numéro d'information local dédié
 - Proposer de visites des locaux par des ingénieurs intégrés à la collectivité afin de faire un pré- diagnostic
 - Diffuser des guides thématiques à destination des acteurs économiques du territoire sur la thématique de la transition écologique de leurs bâtiments
 - Coorganiser des sessions d'information en partenariat avec d'autres acteurs (chambres consulaires, ADEME, etc.), en présentiel ou en ligne",,,,,,
,6.3.9.2,Aller au-delà du conseil ponctuel pour la rénovation durable du secteur tertiaire privé,"0,6",Cae_6.2.4.2,Mise en œuvre,"te_cae,te_eci",,"si reponse(dev_eco_1, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité accompagne les structures du secteur tertiaire (notamment les TPE/PME et commerçants) et les artisans pour améliorer la performance énergétique et environnementale de leurs locaux (démarche type HQE, labels de performance énergétique, label « bâtiment biosourcé » etc.). Elle apporte un soutien méthodologique et/ou financier. 
 Les informations mises à disposition par la collectivité sont spécifiques et différenciées en fonction des différents cas identifiés dans le tertiaire privé du territoire : petites surfaces pour les commerçants et les artisans, grandes surfaces pour les acteurs économiques concernés par le décret tertiaire.","- Lancer des appels à projets pour inciter aux initiatives innovantes ou exemplaires.
 - Lancer une opération collective de soutien à l’élaboration de plan d’actions de réduction de gaz à effet de serre.
 - Désigner/mettre à disposition un animateur référent tertiaire.
 - Signer une charte d’engagement climat-air-énergie (objectifs qualitatifs et/ou quantitatif sur les consommations d’énergies, les émissions de gaz à effet de serre, le confort d'été et de polluants atmosphériques).",,,,,,
,6.3.9.3,Rationaliser et mutualiser l’usage des surfaces des bâtiments tertiaires existantes,"1,2",Cae_6.2.4.3,Mise en œuvre,"te_cae,te_eci",,"si reponse(dev_eco_1, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité souhaite optimiser l’usage des surfaces tertiaires existantes avant d’envisager la construction de nouveaux bâtiments. 
 L’enjeu est double : limiter l’artificialisation des sols tout en améliorant l’efficacité environnementale des locaux disponibles. 
 Pour ce faire, la collectivité s’engage à suivre attentivement l’évolution du parc tertiaire (public et privé), à repérer les surfaces inoccupées ou sous-utilisées, et à faciliter la mise en relation entre acteurs disposant de bureaux vacants et structures en recherche d’espaces. Elle entend également encourager le développement d’espaces partagés, tels que les tiers-lieux et espaces de co-working, afin de mieux répondre aux nouveaux modes de travail et de renforcer la dynamique territoriale.","- Mettre en place un observatoire territorial de l’occupation des locaux tertiaires (cartographie, suivi des taux d’occupation, identification des espaces vacants).
 - Mobiliser le service Développement économique pour la mise en relation entre propriétaires de locaux inoccupés et porteurs de projets (entreprises, associations, services publics).
 - Réaliser un diagnostic interne pour identifier les bureaux ou salles de réunion sous-utilisées au sein des bâtiments de la collectivité et en organiser la mutualisation.
 - Définir des incitations (fiscales, réglementaires ou financières) pour encourager la rénovation et la mise à disposition de bureaux vacants.
 - Soutenir la création ou l’extension de tiers-lieux et d’espaces de co-working en facilitant l’accès à des locaux publics ou en apportant un appui technique/financier aux porteurs de projets.
 - Promouvoir le télétravail et les solutions hybrides pour réduire la demande en surfaces neuves tout en dynamisant les espaces partagés existants.
 - Accompagner spécifiquement les entreprises concernées par le décret tertiaire pour faciliter leur conformation à celui-ci.",,,,,,
,6.3.9.4,Inciter les entreprises du secteur tertiaire aux actions en faveur de la maîtrise de l’énergie,"1,0",Cae_6.2.4.4,Mise en œuvre,"te_cae,te_eci",,"si reponse(dev_eco_1, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité vise à réduire la consommation énergétique et les émissions de gaz à effet de serre du secteur tertiaire, en mettant l’accent sur la rénovation et l’optimisation des bâtiments existants.
 L’objectif est de favoriser des locaux plus sobres, moins énergivores et mieux adaptés aux besoins réels. 
 Par le biais d'un accompagnement technique et/ou financier, la collectivité incite les acteurs économiques à mieux structurer leur management de l'énergie, à mettre en place des mesures de sobriété, à entreprendre des travaux de rénovation de leurs locaux.","- Mettre en place un accompagnement technique pour aider les entreprises à mieux connaitre leurs consommations énergétiques et les moyens de la réduire
 - En lien avec les partenaires locaux (chambres consulaires par exemple), accompagner les entreprises à la mise en place d'un système de management de l'énergie et à l'obtention de certifications type ISO 50001 ou équivalent
 - Inciter (via un soutien financier par exemple) les entreprises à réaliser des diagnostics ou audits énergétiques pour identifier les gains potentiels et prioriser les travaux de rénovation pour leurs locaux
 - Proposer un soutien financier ciblé pour encourager les travaux de rénovation énergétique (isolation, chauffage, ventilation, éclairage) et l’adoption d’équipements sobres",,,,,,
,6.3.9.5,Créer des synergies avec d’autres acteurs du tertiaire public sur le territoire (hors patrimoine de la collectivité),"1,2",Cae_6.2.4.5,Mise en œuvre,"te_cae,te_eci",,"si reponse(dev_eco_1, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité vise à massifier l'amélioration des performances environnementales du tertiaire public sur son territoire, au-delà des mesures sur son propre patrimoine et sur celui de ses communes membres dans le cas d'un EPCI. 
 Pour cela, elle favorise les échanges et la coopération avec d’autres acteurs du tertiaire public de son territoire (enseignements, hôpitaux, services administratifs, etc.). L’objectif est de partager les bonnes pratiques, mutualiser les ressources et amplifier les effets des actions menées, tout en créant un effet d’exemplarité sur le territoire.","- Créer un club des acteurs publics du territoire engagés pour l'amélioration des performances environnementales de leur patrimoine
 - Organiser des visites et échanges techniques entre structures pour diffuser les pratiques efficaces
 - Développer des achats groupés ou les groupements d'acheteurs publics pour massifier l'amélioration des performances environnementales du patrimoine public",,,,,,
,6.3.9.6,Mesurer les résultats de l'accompagnement des acteurs du tertiaire,"1,4",Cae_6.2.4.6,Effets,"te_cae,te_eci",,"si reponse(dev_eco_1, NON) alors VRAI
 sinon FAUX",,,,,,,"La collectivité cherche à évaluer l’efficacité de son accompagnement auprès des acteurs du tertiaire, afin de mieux comprendre l’impact de ses actions et d’ajuster ses interventions. 
 Cette démarche permet de suivre l’évolution des pratiques, de valoriser les réussites et d’orienter les moyens vers les actions les plus efficaces.","- Suivre le nombre et le type de sollicitations reçues de la part des acteurs du tertiaire
 - Mesurer l’augmentation des opérations tertiaires de rénovation ou de construction exemplaires soutenues par la collectivité (ex. BBC rénovation, E+C-, certification HQE).
 - Définir et suivre d’autres indicateurs représentatifs de l’impact des actions, tels que les économies d’énergie réalisées, le nombre de bâtiments concernés ou le taux d’adhésion à des démarches de management de l’énergie
 - Mettre en place un système de collecte et d’analyse des données pour assurer un suivi régulier et exploitable des résultats
 - Valoriser les résultats obtenus via des rapports ou des communications institutionnelles pour montrer l’exemple et encourager les bonnes pratiques.",,,,,,
,6.4,"Agriculture, alimentation et forêt","32,0",,,,,,,,,,,,,,,,,,,
